1449,286
1159,743
2377,1153
1498,1112
1205,150
2109,608
1249,530
1462,349
2428,761
1712,619
2264,803
1680,1152
2321,889
2479,793
2304,903
1083,671
2434,1148
2292,864
82,488
2321,244
503,532
1294,405
943,1295
2176,319
1824,312
1268,174
1383,382
2460,863
2385,1059
985,1121
2325,1048
1490,794
1058,940
625,1160
1425,188
948,492
247,663
1262,494
1543,1034
1169,969
1220,41
66,562
2298,1019
2100,464
1320,1433
2457,791
1213,106
2065,565
1608,420
1117,474
2166,496
2168,853
303,562
868,1344
2340,867
2427,1092
1108,236
2472,1052
2385,1114
468,467
1281,284
256,769
2432,836
91,1178
68,596
938,1330
2089,753
2363,855
1473,59
1894,1028
2301,460
2344,334
50,563
1494,540
2404,390
2379,853
2289,390
1910,1103
474,1159
2309,1093
2152,774
2489,1279
1181,193
2007,707
2036,248
387,630
1354,644
477,323
2284,881
243,602
120,658
1121,1235
433,442
2464,830
1133,600
1107,651
89,651
2309,998
1219,850
2410,1024
726,1350
2361,957
2034,666
2482,933
2110,983
1044,104
2461,977
2420,62
1750,254
1613,185
2454,758
2311,754
1002,1067
2473,1162
2257,266
2199,511
2413,1154
1412,670
1102,407
2427,869
2104,954
1081,568
1217,471
2254,1048
1425,1122
2061,605
2164,376
2173,695
130,824
2340,1078
1825,1029
2464,1197
2356,1030
2415,211
837,480
1541,393
2273,862
2121,930
2239,261
2103,786
1266,668
1105,686
1356,1487
2302,857
2060,692
2357,1094
325,470
2,549
237,960
2494,1284
2395,956
2273,987
2229,928
2435,1124
2054,976
2356,1116
2397,248
2458,931
390,699
2279,770
2120,433
1479,304
2360,996
2143,909
246,1266
1942,713
2286,358
1283,356
2468,678
65,547
2148,495
2390,1038
851,427
2193,332
2293,896
2479,929
1981,763
1001,617
1356,289
1134,900
1279,811
2091,719
1256,705
1412,684
91,476
1037,474
309,651
2402,1151
344,662
2381,491
2383,785
2220,720
1522,938
2493,776
1092,337
1483,630
2128,544
1794,308
1275,487
2422,876
2003,785
133,747
1709,889
2169,664
638,1481
1292,396
814,1007
2351,1033
2471,1211
2452,1094
704,584
2455,888
2210,840
2475,903
2370,988
1299,470
1483,556
1493,578
2246,924
2480,1173
2388,660
1648,254
1703,767
1967,732
2356,1112
44,632
1496,362
2143,500
1464,401
297,608
2201,923
2007,816
1043,657
2384,172
2483,1222
2060,1063
1380,1259
7,632
945,1454
1678,183
2435,1127
2389,541
1152,244
1047,344
2398,788
2308,1103
1277,97
1300,831
417,511
56,500
1325,28
1287,243
2433,1181
1441,199
2225,623
2041,661
1448,559
1924,928
1562,796
2483,30
2337,1035
2195,910
2065,854
2329,1072
2443,866
1345,396
1066,727
1191,567
26,509
255,524
490,702
82,646
2075,333
2346,1079
2060,454
397,1245
89,730
1694,1089
1301,56
2251,862
1359,78
2260,1037
2201,532
2317,639
127,572
2416,951
2406,991
1849,337
1797,961
2494,919
1225,407
1237,568
2432,949
2369,918
2306,922
2295,709
2491,768
2450,700
189,518
2426,776
783,736
1290,824
1888,403
1316,61
2474,1260
1086,356
2140,797
2427,837
2287,1048
1094,288
2071,321
819,474
2403,811
2265,825
1451,68
2475,1150
2092,472
2181,405
2192,670
2372,787
267,535
1449,666
1466,360
1743,711
2478,880
2307,1088
2253,969
566,1349
2456,1150
1355,380
2146,436
373,562
2005,756
263,580
2358,437
2444,1034
1683,197
2312,808
143,541
1271,165
1575,279
2368,925
2263,975
2363,1007
2394,778
2160,782
1130,134
1382,512
414,485
16,574
734,1468
2461,360
112,559
2402,846
384,644
67,563
1320,1052
2265,478
2293,810
836,1138
1394,291
1933,1005
2498,501
2021,662
264,568
1280,726
1511,741
1813,815
565,1033
632,1117
2475,80
2454,873
1601,1308
1521,507
639,548
2317,1091
1609,310
1302,240
2251,773
2406,1022
2331,960
2193,790
2493,852
1197,182
1322,689
1138,231
1852,249
1049,159
1058,192
2348,963
1458,833
2480,976
698,1144
1608,109
2271,592
283,592
1799,342
2266,836
2251,782
1725,752
2064,840
1547,1098
2391,1113
1893,967
402,526
515,560
336,609
1472,672
2052,979
2283,1051
2333,970
67,985
1055,563
1032,725
2382,293
328,388
2313,1082
2406,1104
2462,971
2278,963
1328,43
2432,983
1132,176
2269,463
2094,863
464,474
2331,519
2331,1087
9,540
1861,872
1095,662
1411,64
1586,381
1003,291
1126,551
182,489
1590,415
85,669
792,1378
1486,1029
2282,798
2055,1039
788,1166
1019,617
2370,794
2340,893
393,573
414,497
1454,196
1012,379
999,949
117,570
2195,821
1248,798
2434,909
2068,975
976,1181
1699,515
2407,690
1455,991
1061,305
1444,596
2373,824
2401,410
2093,567
1837,428
846,204
1292,734
2453,1224
2427,1153
2275,787
1004,376
1468,66
1715,687
2261,769
1616,440
2183,974
2209,787
2016,847
2179,694
1354,1386
1346,154
2100,557
1463,223
36,726
2380,1107
886,896
2271,884
1425,702
2467,1044
382,509
1037,557
2385,976
306,435
2173,680
2114,792
2257,940
73,597
2500,1191
1610,841
2004,368
1077,93
73,676
